1,Autocracy.
2,Autocracy.
3,Autocracy.
4,Autocracy.
5,Autocracy.
6,Autocracy.
7,Autocracy.
8,Autocracy.
9,Bureaucracy.
10,Bureaucracy.
11,Bureaucracy.
12,Bureaucracy.
13,Bureaucracy.
14,Confederacy.
15,Confederacy.
16,Confederacy.
17,Confederacy.
18,Confederacy.
19,Confederacy.
20,Democracy.
21,Democracy.
22,Democracy.
23,Dictatorship.
24,Dictatorship.
25,Dictatorship.
26,Dictatorship.
27,Dictatorship.
28,Feudalism.
29,Feudalism.
30,Feudalism.
31,Feudalism.
32,Feudalism.
33,Feudalism.
34,Feudalism.
35,Feudalism.
36,Feudalism.
37,Feudalism.
38,Feudalism.
39,Feudalism.
40,Feudalism.
41,Feudalism.
42,Feudalism.
43,Gerontocracy.
44,Gerontocracy.
45,Hierarchy.
46,Hierarchy.
47,Hierarchy.
48,Hierarchy.
49,Hierarchy.
50,Hierarchy.
51,Hierarchy.
52,Hierarchy.
53,Hierarchy.
54,Magocracy.
55,Magocracy.
56,Magocracy.
57,Matriarchy or Patriarchy.
58,Matriarchy or Patriarchy.
59,Militocracy.
60,Militocracy.
61,Militocracy.
62,Militocracy.
63,Militocracy.
64,Militocracy.
65,Monarchy.
66,Monarchy.
67,Monarchy.
68,Monarchy.
69,Monarchy.
70,Monarchy.
71,Monarchy.
72,Monarchy.
73,Monarchy.
74,Monarchy.
75,Oligarchy.
76,Oligarchy.
77,Oligarchy.
78,Oligarchy.
79,Matriarchy or Patriarchy.
80,Matriarchy or Patriarchy.
81,Meritocracy.
82,Meritocracy.
83,Meritocracy.
84,Plutocracy.
85,Plutocracy.
86,Republic.
87,Republic.
88,Republic.
89,Republic.
90,Republic.
91,Republic.
92,Republic.
93,Satrapy.
94,Satrapy.
95,Kleptocracy.
96,Theocracy.
97,Theocracy.
98,Theocracy.
99,Theocracy.
100,Theocracy.
