21,Winding mountain path
22,Winding mountain path
23,Winding mountain path
24,Winding mountain path
25,Winding mountain path
26,Winding mountain path
27,Winding mountain path
28,Winding mountain path
29,Winding mountain path
30,Winding mountain path
31,Winding mountain path
32,Winding mountain path
33,Winding mountain path
34,Winding mountain path
35,Winding mountain path
36,Winding mountain path
37,Winding mountain path
38,Winding mountain path
39,Winding mountain path
40,Winding mountain path
41,Winding mountain path
42,Winding mountain path
43,Winding mountain path
44,Snowfield or glacial rocks
45,Snowfield or glacial rocks
46,Snowfield or glacial rocks
47,Snowfield or glacial rocks
48,Snowfield or glacial rocks
49,Snowfield or glacial rocks
50,Snowfield or glacial rocks
51,Snowfield or glacial rocks
52,Snowfield or glacial rocks
53,Snowfield or glacial rocks
54,Snowfield or glacial rocks
55,Snowfield or glacial rocks
56,Snowfield or glacial rocks
57,River gorge
58,River gorge
59,River gorge
60,River gorge
61,River gorge
62,River gorge
63,River gorge
64,River gorge
65,Crashing waterfall
66,Crashing waterfall
67,Crashing waterfall
68,Crashing waterfall
69,Highland lake
70,Highland lake
71,Highland lake
72,Highland lake
73,Forgotten cairn
74,Forgotten cairn
75,Forgotten cairn
76,Forgotten cairn
77,Bridge
78,Bridge
79,Bridge
80,Bridge
81,Overlook
82,Overlook
83,Overlook
84,Overlook
85,Camp or outpost
86,Camp or outpost
87,Camp or outpost
88,Camp or outpost
89,Something unusual or unexpected
90,Something unusual or unexpected
91,Something unusual or unexpected
92,Something unusual or unexpected
93,Something unusual or unexpected
94,Something unusual or unexpected
95,Something unusual or unexpected
96,Something unusual or unexpected
97,Something unusual or unexpected
98,Something unusual or unexpected
99,You transition into a new theme
100,You transition into a new domain
