1,Blocked
2,Crafted
3,Ancient
4,Sunken
5,Trapped
6,Secret
7,Toxic
8,Ruined
9,Defended
10,Decaying
11,Marked
12,Guarded
13,Inaccessible
14,Foreboding
15,Veiled
16,Deep
17,Depleted
18,Foul
19,Elevated
20,Moving
21,Unnatural
22,Active
23,Confined
24,Fortified
25,Collapsed
26,Isolated
27,Destroyed
28,Open
29,Sacred
30,Flooded
31,Complex
32,Abundant
33,Hidden
34,Expansive
35,Mysterious
36,Unstable
37,Fragile
38,Broken
39,Ensnaring
40,Pillaged
41,Sealed
42,Makeshift
43,Treacherous
44,Natural
45,Dead
46,Unusual
47,Abandoned
48,Deadly
49,Forgotten
50,Mystical
