1,High
2,High
3,Remote
4,Remote
5,Exposed
6,Exposed
7,Small
8,Small
9,Broken
10,Broken
11,Diverse
12,Diverse
13,Rough
14,Rough
15,Dark
16,Dark
17,Shadowy
18,Shadowy
19,Contested
20,Contested
21,Grim
22,Grim
23,Wild
24,Wild
25,Fertile
26,Fertile
27,Blocked
28,Blocked
29,Ancient
30,Ancient
31,Perilous
32,Perilous
33,Hidden
34,Hidden
35,Occupied
36,Occupied
37,Rich
38,Rich
39,Big
40,Big
41,Savage
42,Savage
43,Defended
44,Defended
45,Withered
46,Withered
47,Mystical
48,Mystical
49,Inaccessible
50,Inaccessible
51,Protected
52,Protected
53,Abandoned
54,Abandoned
55,Wide
56,Wide
57,Foul
58,Foul
59,Dead
60,Dead
61,Ruined
62,Ruined
63,Barren
64,Barren
65,Cold
66,Cold
67,Blighted
68,Blighted
69,Low
70,Low
71,Beautiful
72,Beautiful
73,Abundant
74,Abundant
75,Lush
76,Lush
77,Flooded
78,Flooded
79,Empty
80,Empty
81,Strange
82,Strange
83,Corrupted
84,Corrupted
85,Peaceful
86,Peaceful
87,Forgotten
88,Forgotten
89,Expansive
90,Expansive
91,Settled
92,Settled
93,Dense
94,Dense
95,Civilized
96,Civilized
97,Desolate
98,Desolate
99,Isolated
100,Isolated
