21,Narrow path through woods
22,Narrow path through woods
23,Narrow path through woods
24,Narrow path through woods
25,Narrow path through woods
26,Narrow path through woods
27,Narrow path through woods
28,Narrow path through woods
29,Narrow path through woods
30,Narrow path through woods
31,Narrow path through woods
32,Narrow path through woods
33,Narrow path through woods
34,Narrow path through woods
35,Narrow path through woods
36,Narrow path through woods
37,Narrow path through woods
38,Narrow path through woods
39,Narrow path through woods
40,Narrow path through woods
41,Narrow path through woods
42,Narrow path through woods
43,Narrow path through woods
44,Shallow lake or stream
45,Shallow lake or stream
46,Shallow lake or stream
47,Shallow lake or stream
48,Shallow lake or stream
49,Shallow lake or stream
50,Shallow lake or stream
51,Shallow lake or stream
52,Shallow lake or stream
53,Shallow lake or stream
54,Shallow lake or stream
55,Shallow lake or stream
56,Shallow lake or stream
57,Clearing in the Woods
58,Clearing in the Woods
59,Clearing in the Woods
60,Clearing in the Woods
61,Clearing in the Woods
62,Clearing in the Woods
63,Clearing in the Woods
64,Clearing in the Woods
65,Trail or cairn
66,Trail or cairn
67,Trail or cairn
68,Trail or cairn
69,Wild animal herd
70,Wild animal herd
71,Wild animal herd
72,Wild animal herd
73,Wild animal nest or shelter
74,Wild animal nest or shelter
75,Wild animal nest or shelter
76,Wild animal nest or shelter
77,Overgrown structure
78,Overgrown structure
79,Overgrown structure
80,Overgrown structure
81,Tall trees with a thick canopy
82,Tall trees with a thick canopy
83,Tall trees with a thick canopy
84,Tall trees with a thick canopy
85,Camp or outpost
86,Camp or outpost
87,Camp or outpost
88,Camp or outpost
89,Something unusual or unexpected
90,Something unusual or unexpected
91,Something unusual or unexpected
92,Something unusual or unexpected
93,Something unusual or unexpected
94,Something unusual or unexpected
95,Something unusual or unexpected
96,Something unusual or unexpected
97,Something unusual or unexpected
98,Something unusual or unexpected
99,You transition into a new theme
100,You transition into a new domain
